name,location,status,date,templeOrgId,templeNameId,city,stateRegion,country,sortDate,guess_country,missing_state,first_word,lat,long
Salvador Brazil Temple,"Salvador Bahia, Brazil",CONSTRUCTION,Construction,4114411,salvador-brazil-temple,Salvador Bahia,,Brazil,,NA,TRUE,Salvador Brazil ,-12.9822499,-38.4812772
Tula Mexico Temple,Mexico,ANNOUNCED,Announced,4153320,tula-mexico-temple,,,mexico,,mexico,TRUE,Tula Mexico ,23.6585116,-102.0077097
Toluca Mexico Temple,Mexico,ANNOUNCED,Announced,4153319,toluca-mexico-temple,,,mexico,,mexico,TRUE,Toluca Mexico ,23.6585116,-102.0077097
Pachuca Mexico Temple,Mexico,ANNOUNCED,Announced,4153318,pachuca-mexico-temple,,,mexico,,mexico,TRUE,Pachuca Mexico ,23.6585116,-102.0077097
Cuernavaca Mexico Temple,Mexico,ANNOUNCED,Announced,4153317,cuernavaca-mexico-temple,,,mexico,,mexico,TRUE,Cuernavaca Mexico ,23.6585116,-102.0077097
Tacoma Washington Temple,"Washington, United States",ANNOUNCED,Announced,4153316,tacoma-washington-temple,Tacoma,Washington,United States,,NA,TRUE,Tacoma  ,47.2455013,-122.438329
Lone Mountain Nevada Temple,"Nevada, United States",ANNOUNCED,Announced,4153315,lone-mountain-nevada-temple,Lone Mountain,Nevada,United States,,NA,TRUE,Lone Mountain  ,36.2386582,-115.3148492
Prosper Texas Temple,"Texas, United States",ANNOUNCED,Announced,4153314,prosper-texas-temple,Prosper,Texas,United States,,NA,TRUE,Prosper  ,33.2385763,-96.7866058
Grand Rapids Michigan Temple,"Michigan, United States",ANNOUNCED,Announced,4153313,grand-rapids-michigan-temple,Grand Rapids,Michigan,United States,,NA,TRUE,Grand Rapids  ,42.9632425,-85.6678639
Jacksonville Florida Temple,"Florida, United States",ANNOUNCED,Announced,4153312,jacksonville-florida-temple,Jacksonville,Florida,United States,,NA,TRUE,Jacksonville  ,30.3321838,-81.655651
Huehuetenango Guatemala Temple,Guatemala,ANNOUNCED,Announced,4153311,huehuetenango-guatemala-temple,,,guatemala,,guatemala,TRUE,Huehuetenango Guatemala ,15.5855545,-90.345759
Ribeirão Prêto Brazil Temple,Brazil,ANNOUNCED,Announced,4153310,ribeirao-preto-brazil-temple,,,brazil,,brazil,TRUE,Ribeirão Prêto Brazil ,-10.3333333,-53.2
Londrina Brazil Temple,Brazil,ANNOUNCED,Announced,4153309,londrina-brazil-temple,,,brazil,,brazil,TRUE,Londrina Brazil ,-10.3333333,-53.2
Buenos Aires City Center Argentina Temple,Argentina,ANNOUNCED,Announced,4153308,buenos-aires-city-center-argentina-temple,,,argentina,,argentina,TRUE,Buenos Aires City Center Argentina ,-34.9964963,-64.9672817
Chiclayo Peru Temple,Peru,ANNOUNCED,Announced,4153307,chiclayo-peru-temple,,,peru,,peru,TRUE,Chiclayo Peru ,-6.8699697,-75.0458515
Eket Nigeria Temple,Nigeria,ANNOUNCED,Announced,4153306,eket-nigeria-temple,,,nigeria,,nigeria,TRUE,Eket Nigeria ,9.6000359,7.9999721
Santiago Philippines Temple,Philippines,ANNOUNCED,Announced,4153305,santiago-philippines-temple,,,philippines,,philippines,TRUE,Santiago Philippines ,12.7503486,122.7312101
Naga Philippines Temple,Philippines,ANNOUNCED,Announced,4153304,naga-philippines-temple,,,philippines,,philippines,TRUE,Naga Philippines ,12.7503486,122.7312101
Busan Korea Temple,South Korea,ANNOUNCED,Announced,4153303,busan-korea-temple,,,korea,,korea,TRUE,Busan Korea ,36.638392,127.6961188
Louisville Kentucky Temple,"Crestwood, Kentucky, United States",OPERATING,19 March 2000,38376,louisville-kentucky-temple,Crestwood,Kentucky,United States,"March 19, 2000",NA,FALSE,Louisville  ,38.3235441,-85.4726215
Medford Oregon Temple,"Central Point, Oregon, United States",OPERATING,16 April 2000,38377,medford-oregon-temple,Central Point,Oregon,United States,"April 16, 2000",NA,FALSE,Medford  ,42.376782,-122.912721
Fresno California Temple,"Fresno, California, United States",OPERATING,9 April 2000,37354,fresno-california-temple,Fresno,California,United States,"April 9, 2000",NA,FALSE,Fresno  ,36.7295295,-119.70886126075588
Oklahoma City Oklahoma Temple,"Yukon, Oklahoma, United States",OPERATING,30 July 2000,38378,oklahoma-city-oklahoma-temple,Yukon,Oklahoma,United States,"July 30, 2000",NA,FALSE, City Oklahoma ,35.5067259,-97.7625386
Copenhagen Denmark Temple,"Frederiksberg, Hovedstaden, Denmark",OPERATING,23 May 2004,38397,copenhagen-denmark-temple,Frederiksberg,Hovedstaden,Denmark,"May 23, 2004",NA,FALSE,Copenhagen Denmark ,55.678016,12.5326186
San José Costa Rica Temple,"Belén, Heredia, Costa Rica",OPERATING,4 June 2000,38398,san-jose-costa-rica-temple,Belén,Heredia,Costa Rica,"June 4, 2000",NA,FALSE,San José Costa Rica ,9.9795545,-84.1852459
